POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
133,1319.15,3192.7,4035.79,-3244.62,-28764.12,1441.43,14750.7,-4147.32,97.19,0.0,-7268.98,-4050.13,-11319.11
134,1265.08,3171.27,3950.08,-3294.24,-28772.25,1484.91,14821.76,-4119.73,96.2,0.0,-7373.39,-4023.53,-11396.92
135,1325.91,3247.33,3981.98,-3305.0,-28744.32,1487.27,14804.76,-4042.11,95.47,0.0,-7202.06,-3946.64,-11148.7
136,1285.82,3151.63,3990.79,-3276.75,-28740.81,1471.86,14835.33,-4132.22,96.67,0.0,-7282.14,-4035.54,-11317.69
137,1328.67,3163.22,4040.93,-3270.34,-28741.64,1453.39,14730.52,-4113.36,97.27,0.0,-7295.24,-4016.09,-11311.33
138,1274.64,3237.81,4051.37,-3276.34,-28895.58,1451.65,14799.63,-4007.24,96.73,0.0,-7356.82,-3910.51,-11267.33
139,1256.66,3187.61,4013.41,-3212.07,-28727.23,1478.81,14741.8,-4131.47,97.49,0.0,-7261.02,-4033.97,-11294.99
140,1271.42,3196.09,4022.07,-3232.74,-28747.15,1465.05,14778.42,-4156.43,96.19,0.0,-7246.85,-4060.24,-11307.09
141,1316.07,3248.97,4032.14,-3285.58,-28738.21,1442.26,14677.98,-4066.29,97.48,0.0,-7306.39,-3968.81,-11275.2
142,1295.89,3195.04,4027.57,-3263.88,-28828.59,1466.26,14801.26,-4101.23,96.38,0.0,-7306.45,-4004.85,-11311.31
143,1321.43,3244.6,4032.7,-3269.57,-28622.26,1452.59,14653.58,-4141.34,98.09,0.0,-7186.93,-4043.25,-11230.18
144,1272.89,3221.97,4042.98,-3276.53,-28925.41,1462.71,14767.16,-3959.75,96.13,0.0,-7434.22,-3863.62,-11297.84
145,1287.75,3226.62,4030.49,-3278.37,-28647.81,1466.21,14689.03,-4126.88,97.02,0.0,-7226.08,-4029.86,-11255.94
146,1305.82,3166.22,4003.06,-3258.92,-28744.01,1457.91,14684.38,-4098.24,96.72,0.0,-7385.53,-4001.53,-11387.06
147,1321.09,3173.38,4052.14,-3286.97,-28677.75,1471.4,14720.55,-4082.52,96.44,0.0,-7226.17,-3986.08,-11212.25
148,1272.0,3270.03,4028.56,-3251.92,-28663.01,1464.31,14715.24,-4158.79,97.43,0.0,-7164.8,-4061.36,-11226.16
149,1341.94,3179.04,4009.35,-3259.47,-28766.58,1454.85,14767.42,-4110.81,97.62,0.0,-7273.45,-4013.19,-11286.64
150,1324.6,3235.04,4018.26,-3291.31,-28673.76,1487.6,14752.0,-4132.36,95.84,0.0,-7147.57,-4036.52,-11184.09
151,1313.31,3280.61,4028.49,-3259.23,-28804.96,1463.29,14692.06,-4056.9,96.56,0.0,-7286.44,-3960.34,-11246.77

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,601.07,1513.96,1800.05,-1454.76,-12363.34,647.59,5434.26,-2391.12,51.43,0.0,-3821.18,-2339.69,-6160.88
2,567.22,1529.56,1841.73,-1457.74,-12328.59,668.61,5448.21,-2392.52,51.52,0.0,-3731.02,-2341.0,-6072.01
3,590.76,1521.02,1809.02,-1452.92,-12503.77,651.14,5555.1,-2323.57,51.32,0.0,-3829.65,-2272.25,-6101.89
4,592.75,1544.19,1862.13,-1463.41,-12527.44,669.06,5524.39,-2271.18,50.85,0.0,-3798.32,-2220.33,-6018.65
5,597.51,1477.86,1812.39,-1426.53,-12563.64,669.16,5490.64,-2239.43,51.02,0.0,-3942.61,-2188.41,-6131.02
6,613.39,1499.07,1804.57,-1472.69,-12521.72,676.62,5484.59,-2252.12,49.79,0.0,-3916.18,-2202.33,-6118.51
7,587.72,1546.86,1816.47,-1468.37,-12489.17,656.36,5481.67,-2309.15,50.58,0.0,-3868.44,-2258.57,-6127.02
8,576.7,1547.48,1812.18,-1459.79,-12443.66,654.64,5493.96,-2356.31,51.29,0.0,-3818.51,-2305.03,-6123.53
9,609.81,1560.29,1855.82,-1470.35,-12470.19,645.77,5453.91,-2313.35,50.75,0.0,-3814.95,-2262.6,-6077.55
10,590.12,1506.39,1828.03,-1485.41,-12455.52,654.19,5525.25,-2318.19,50.72,0.0,-3836.94,-2267.47,-6104.42
11,585.12,1576.98,1810.08,-1466.25,-12437.88,655.64,5498.17,-2327.3,50.92,0.0,-3778.14,-2276.38,-6054.52
12,606.1,1599.08,1853.86,-1490.24,-12493.58,640.03,5498.71,-2296.82,51.04,0.0,-3786.02,-2245.78,-6031.81
13,606.84,1571.5,1830.97,-1472.34,-12408.12,663.92,5430.39,-2350.76,51.41,0.0,-3776.84,-2299.36,-6076.2
14,599.72,1548.77,1805.95,-1462.19,-12483.31,641.56,5468.98,-2297.44,50.59,0.0,-3880.53,-2246.85,-6127.38
15,585.26,1521.42,1816.0,-1458.19,-12587.78,677.78,5526.63,-2251.33,50.17,0.0,-3918.87,-2201.17,-6120.03
16,615.87,1564.09,1808.81,-1479.28,-12520.03,640.33,5425.67,-2255.57,50.64,0.0,-3944.54,-2204.93,-6149.47
17,609.22,1506.2,1842.75,-1452.83,-12505.95,653.89,5495.04,-2272.82,50.4,0.0,-3851.68,-2222.43,-6074.11
18,598.61,1554.81,1831.69,-1499.11,-12597.29,660.88,5475.14,-2204.64,50.45,0.0,-3975.27,-2154.19,-6129.46
19,604.68,1577.63,1808.53,-1470.15,-12526.67,648.17,5452.76,-2255.21,50.73,0.0,-3905.05,-2204.48,-6109.53
20,602.54,1564.49,1845.42,-1468.11,-12604.55,635.01,5422.24,-2168.41,49.96,0.0,-4002.97,-2118.44,-6121.41
21,603.96,1584.78,1831.43,-1463.23,-12515.49,647.09,5447.9,-2250.5,51.16,0.0,-3863.56,-2199.34,-6062.89
22,591.67,1508.04,1844.81,-1481.03,-12533.03,655.19,5541.36,-2280.79,51.14,0.0,-3872.98,-2229.65,-6102.63
23,599.5,1574.46,1806.44,-1447.73,-12411.86,649.89,5350.57,-2270.03,50.47,0.0,-3878.72,-2219.57,-6098.29
24,638.71,1593.84,1845.12,-1472.2,-12504.25,644.22,5433.6,-2258.45,50.3,0.0,-3820.95,-2208.15,-6029.1
25,589.88,1513.45,1800.33,-1440.13,-12456.55,665.13,5494.48,-2364.59,50.86,0.0,-3833.41,-2313.72,-6147.13
26,665.78,1545.33,1803.9,-1446.85,-12465.05,656.49,5403.32,-2283.28,50.94,0.0,-3837.08,-2232.34,-6069.42
27,625.04,1537.45,1802.25,-1486.87,-12492.42,662.44,5455.78,-2274.73,50.44,0.0,-3896.33,-2224.29,-6120.62
28,597.55,1534.43,1833.87,-1453.09,-12510.02,662.17,5481.61,-2269.55,50.64,0.0,-3853.49,-2218.91,-6072.4
29,613.55,1527.57,1832.33,-1457.33,-12444.49,664.41,5481.65,-2366.57,51.71,0.0,-3782.32,-2314.86,-6097.18
30,543.36,1544.87,1816.6,-1459.4,-12501.8,656.4,5504.54,-2337.08,52.08,0.0,-3895.43,-2285.0,-6180.43
31,637.53,1566.67,1801.88,-1442.1,-12475.54,646.28,5491.1,-2328.92,51.7,0.0,-3774.19,-2277.22,-6051.41
32,597.14,1575.59,1828.18,-1433.8,-12483.62,644.71,5500.16,-2308.81,51.28,0.0,-3771.65,-2257.52,-6029.17
33,591.51,1550.28,1816.13,-1432.37,-12486.46,659.07,5476.26,-2301.92,50.45,0.0,-3825.59,-2251.47,-6077.06
34,601.75,1544.19,1828.96,-1455.73,-12488.05,660.03,5517.82,-2300.23,49.84,0.0,-3791.03,-2250.39,-6041.42
35,586.65,1540.38,1814.92,-1454.15,-12454.37,654.59,5467.11,-2333.89,51.04,0.0,-3844.87,-2282.85,-6127.72
36,596.78,1526.79,1785.93,-1453.96,-12543.65,664.93,5537.46,-2281.13,50.29,0.0,-3885.71,-2230.85,-6116.56
37,617.87,1550.61,1808.32,-1450.5,-12492.55,670.91,5539.32,-2332.95,51.11,0.0,-3756.03,-2281.84,-6037.87
38,647.97,1544.08,1785.97,-1472.49,-12391.87,669.51,5494.35,-2376.36,51.32,0.0,-3722.48,-2325.05,-6047.53
39,607.23,1529.88,1839.4,-1440.55,-12417.51,650.6,5464.78,-2389.1,50.61,0.0,-3766.18,-2338.49,-6104.67
40,567.23,1556.98,1817.2,-1448.82,-12386.17,680.12,5484.81,-2362.79,50.08,0.0,-3728.64,-2312.71,-6041.35
41,611.34,1507.78,1819.74,-1443.6,-12407.54,670.14,5526.23,-2422.29,51.81,0.0,-3715.9,-2370.48,-6086.38
42,608.7,1569.37,1806.94,-1474.15,-12377.83,657.63,5497.95,-2382.24,51.67,0.0,-3711.39,-2330.57,-6041.96
43,590.72,1538.99,1818.07,-1442.76,-12447.71,649.74,5468.25,-2350.8,52.01,0.0,-3824.71,-2298.79,-6123.5
