POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
82,1347.43,3267.85,4013.83,-3328.09,-28924.1,1432.18,14795.69,-3987.74,95.7,0.0,-7395.21,-3892.04,-11287.24
83,1269.48,3205.15,4022.54,-3281.51,-28970.07,1449.65,14788.43,-3982.25,96.16,0.0,-7516.33,-3886.1,-11402.43
84,1268.24,3264.09,4025.66,-3274.17,-28829.19,1469.49,14781.29,-4052.99,95.74,0.0,-7294.59,-3957.25,-11251.84
85,1264.18,3188.28,3995.34,-3278.01,-28961.46,1475.24,14827.27,-3951.68,94.95,0.0,-7489.17,-3856.74,-11345.9
86,1245.75,3182.0,3978.93,-3273.96,-28989.65,1467.18,14864.86,-4020.27,96.13,0.0,-7524.89,-3924.14,-11449.03
87,1331.66,3287.14,4004.82,-3265.44,-28921.98,1455.15,14826.07,-4018.8,95.62,0.0,-7282.58,-3923.18,-11205.76
88,1242.99,3264.78,4007.92,-3305.88,-28876.93,1451.13,14769.92,-4015.15,95.24,0.0,-7446.07,-3919.91,-11365.98
89,1314.61,3234.9,4055.31,-3237.44,-28949.21,1477.89,14820.94,-4065.92,94.99,0.0,-7282.99,-3970.93,-11253.93
90,1304.46,3206.23,4028.58,-3287.13,-28790.41,1463.68,14739.92,-4040.12,95.98,0.0,-7334.67,-3944.14,-11278.81
91,1303.98,3190.49,3971.2,-3330.51,-28824.24,1458.8,14759.33,-4045.78,95.54,0.0,-7470.96,-3950.24,-11421.2
92,1248.45,3220.16,3974.54,-3299.78,-28874.98,1479.56,14771.81,-3968.95,95.25,0.0,-7480.25,-3873.7,-11353.95
93,1305.36,3225.92,4052.38,-3296.69,-28842.01,1455.41,14772.57,-4020.87,95.79,0.0,-7327.06,-3925.09,-11252.14
94,1310.4,3166.67,4043.71,-3247.6,-28844.38,1460.45,14685.05,-4002.12,96.79,0.0,-7425.69,-3905.33,-11331.02
95,1296.55,3306.52,4034.78,-3255.66,-28818.79,1443.83,14737.57,-4068.65,97.31,0.0,-7255.21,-3971.34,-11226.55
96,1346.56,3279.64,4034.55,-3268.71,-28746.72,1473.56,14737.42,-4117.31,96.34,0.0,-7143.69,-4020.97,-11164.66
97,1296.34,3186.4,3969.42,-3304.77,-28604.18,1448.06,14701.08,-4170.86,96.43,0.0,-7307.64,-4074.43,-11382.07
98,1231.33,3219.29,4018.98,-3300.52,-28728.86,1445.61,14724.01,-4061.75,95.82,0.0,-7390.16,-3965.93,-11356.09
99,1264.04,3173.82,4011.79,-3276.78,-28795.77,1465.79,14804.11,-4119.33,95.49,0.0,-7353.01,-4023.84,-11376.85
100,1240.23,3265.16,4021.97,-3267.35,-28800.18,1451.36,14713.57,-4047.27,95.5,0.0,-7375.25,-3951.77,-11327.02
101,1287.2,3210.66,3991.66,-3303.12,-28796.99,1456.49,14830.0,-4047.08,94.59,0.0,-7324.11,-3952.49,-11276.6
102,1334.44,3133.4,4068.46,-3261.34,-28738.92,1462.77,14723.55,-4067.58,96.22,0.0,-7277.64,-3971.36,-11249.0
103,1287.13,3170.04,3988.17,-3279.26,-28730.4,1451.36,14719.66,-4095.35,95.67,0.0,-7393.32,-3999.68,-11393.0
104,1308.19,3236.91,4005.46,-3276.84,-28815.51,1452.7,14742.98,-4026.62,95.24,0.0,-7346.12,-3931.38,-11277.5
105,1337.71,3212.02,4035.94,-3309.69,-28860.76,1456.33,14793.88,-4009.99,95.23,0.0,-7334.57,-3914.76,-11249.33
106,1292.28,3214.22,4006.16,-3295.93,-28723.95,1439.7,14715.63,-4027.08,96.67,0.0,-7351.9,-3930.4,-11282.3
107,1248.87,3190.39,4042.58,-3287.48,-28825.71,1466.57,14771.29,-3974.77,95.33,0.0,-7393.5,-3879.44,-11272.94
108,1237.48,3212.46,4018.84,-3245.58,-29029.0,1497.82,14806.72,-3930.68,95.47,0.0,-7501.26,-3835.21,-11336.46
109,1330.09,3223.01,4015.95,-3275.07,-28855.73,1462.13,14733.98,-3990.84,96.38,0.0,-7365.65,-3894.46,-11260.11
110,1286.78,3171.49,4005.7,-3251.64,-28830.38,1467.21,14845.86,-4125.06,96.83,0.0,-7304.98,-4028.23,-11333.21
111,1296.67,3214.56,4025.5,-3274.99,-28761.94,1449.34,14765.59,-4098.69,95.3,0.0,-7285.27,-4003.39,-11288.66
112,1270.66,3263.27,4032.45,-3296.68,-28780.93,1451.06,14768.05,-4121.93,97.47,0.0,-7292.12,-4024.46,-11316.58
113,1299.38,3276.56,4042.53,-3286.67,-28773.33,1461.1,14697.63,-4050.76,96.72,0.0,-7282.78,-3954.04,-11236.82
114,1299.89,3209.26,3980.32,-3308.52,-28679.79,1443.2,14701.57,-4122.59,96.63,0.0,-7354.08,-4025.96,-11380.04
115,1278.93,3281.09,4023.6,-3274.38,-28802.51,1472.22,14726.21,-4096.21,96.21,0.0,-7294.85,-4000.0,-11294.85
116,1350.74,3251.36,4047.01,-3266.25,-28643.83,1435.01,14658.78,-4164.98,95.38,0.0,-7167.18,-4069.6,-11236.78
117,1248.11,3291.51,4021.77,-3285.05,-28671.62,1453.8,14652.56,-4111.32,96.36,0.0,-7288.94,-4014.96,-11303.9
118,1263.54,3254.41,4000.89,-3282.4,-28772.53,1462.85,14668.15,-4007.07,96.34,0.0,-7405.09,-3910.73,-11315.82
119,1311.05,3279.37,4080.78,-3273.33,-28852.02,1457.48,14805.97,-4083.43,97.14,0.0,-7190.72,-3986.29,-11177.01
120,1242.94,3232.89,3978.5,-3290.2,-28648.75,1470.58,14696.72,-4093.58,97.32,0.0,-7317.31,-3996.26,-11313.56
121,1293.11,3260.54,4019.29,-3274.53,-28886.17,1448.83,14754.68,-4049.86,96.36,0.0,-7384.25,-3953.5,-11337.75
122,1304.44,3192.54,4070.19,-3278.39,-28811.09,1468.5,14694.87,-3987.4,94.98,0.0,-7358.94,-3892.41,-11251.35
123,1334.62,3137.3,3968.2,-3245.3,-29026.12,1476.74,14748.37,-3862.08,95.91,0.0,-7606.2,-3766.18,-11372.37
124,1284.56,3258.81,4023.05,-3286.35,-29073.64,1484.76,14784.78,-3829.25,95.16,0.0,-7524.02,-3734.09,-11258.11
125,1298.86,3240.49,4003.59,-3267.48,-28877.57,1457.37,14677.6,-3912.1,95.94,0.0,-7467.14,-3816.16,-11283.3
126,1312.29,3168.2,4010.9,-3249.11,-28884.61,1478.61,14774.69,-3983.28,97.13,0.0,-7389.03,-3886.15,-11275.18
127,1281.09,3273.98,3973.52,-3239.52,-28907.44,1450.07,14779.75,-3989.55,97.42,0.0,-7388.56,-3892.13,-11280.69
128,1315.57,3175.24,4030.64,-3300.69,-28752.86,1448.2,14755.72,-4063.23,96.94,0.0,-7328.18,-3966.3,-11294.47
129,1285.37,3285.62,3969.22,-3303.27,-29046.41,1475.46,14762.09,-3846.36,96.39,0.0,-7571.91,-3749.97,-11321.88
130,1250.62,3270.58,3981.91,-3266.47,-28973.18,1455.02,14829.72,-3969.6,97.91,0.0,-7451.81,-3871.69,-11323.5
131,1308.61,3236.32,3948.03,-3276.56,-28947.24,1458.69,14790.86,-3969.96,98.02,0.0,-7481.29,-3871.94,-11353.23
132,1295.96,3191.91,4029.55,-3270.0,-28887.34,1453.67,14664.34,-3914.34,96.89,0.0,-7521.91,-3817.45,-11339.37
133,1378.81,3223.18,4037.28,-3265.27,-28805.45,1429.59,14705.28,-4017.81,98.18,0.0,-7296.57,-3919.62,-11216.2
134,1283.87,3190.98,4013.61,-3268.08,-28801.69,1435.78,14746.73,-4051.74,96.65,0.0,-7398.81,-3955.08,-11353.89
135,1327.43,3252.95,4032.31,-3282.39,-28929.29,1458.63,14756.55,-3984.97,95.52,0.0,-7383.81,-3889.45,-11273.26
136,1280.68,3220.88,4012.7,-3278.92,-28965.7,1482.23,14848.39,-3927.75,95.56,0.0,-7399.74,-3832.2,-11231.93
137,1299.48,3221.32,4022.85,-3263.96,-28954.85,1461.49,14781.17,-3976.27,96.63,0.0,-7432.51,-3879.64,-11312.15
138,1263.97,3253.59,4018.48,-3294.24,-28779.75,1441.36,14723.36,-4012.45,95.84,0.0,-7373.24,-3916.61,-11289.85
139,1255.33,3264.55,4001.43,-3288.59,-28864.34,1468.82,14742.13,-3996.41,95.48,0.0,-7420.67,-3900.93,-11321.6
140,1267.59,3250.96,4036.27,-3270.32,-28966.36,1430.31,14691.88,-3926.44,95.6,0.0,-7559.68,-3830.84,-11390.53
141,1339.85,3163.52,4019.38,-3265.8,-28950.88,1448.7,14714.03,-3952.98,96.25,0.0,-7531.21,-3856.73,-11387.94
142,1284.62,3240.61,4067.23,-3263.03,-28994.47,1478.48,14801.94,-3940.42,95.94,0.0,-7384.63,-3844.48,-11229.11
143,1332.32,3170.88,4008.19,-3268.88,-28841.17,1453.91,14710.3,-3987.67,95.52,0.0,-7434.46,-3892.15,-11326.61
144,1262.29,3201.79,3985.12,-3272.67,-28793.24,1466.94,14769.97,-4091.31,95.71,0.0,-7379.8,-3995.6,-11375.4
145,1313.52,3254.95,3989.08,-3262.41,-28758.16,1429.72,14771.22,-4091.29,96.74,0.0,-7262.08,-3994.54,-11256.62
146,1342.23,3242.22,4082.97,-3312.54,-28748.36,1426.45,14709.83,-4074.0,95.8,0.0,-7257.2,-3978.2,-11235.4
147,1293.05,3300.15,3985.04,-3205.95,-28914.88,1469.37,14740.53,-4030.82,96.54,0.0,-7332.68,-3934.29,-11266.97
148,1319.23,3274.83,3970.42,-3240.13,-28875.21,1470.55,14747.14,-4037.37,96.78,0.0,-7333.16,-3940.59,-11273.75
149,1290.53,3288.45,3988.51,-3250.34,-28790.24,1455.62,14790.01,-4074.1,95.64,0.0,-7227.45,-3978.46,-11205.91
150,1329.3,3251.56,4048.3,-3286.2,-28791.43,1449.53,14753.12,-4041.07,96.1,0.0,-7245.83,-3944.97,-11190.8
151,1310.55,3295.78,4032.49,-3309.35,-28797.57,1445.15,14701.73,-3977.77,95.22,0.0,-7321.22,-3882.54,-11203.77

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,582.12,1496.01,1852.52,-1449.33,-12471.72,664.53,5497.01,-2364.37,49.23,0.0,-3828.87,-2315.14,-6144.01
2,600.94,1564.06,1821.74,-1479.43,-12389.76,644.09,5442.18,-2385.55,49.63,0.0,-3796.18,-2335.92,-6132.11
3,621.39,1537.61,1823.11,-1478.48,-12386.89,645.45,5477.64,-2399.33,49.54,0.0,-3760.16,-2349.78,-6109.95
4,594.55,1527.98,1814.38,-1480.83,-12323.05,636.62,5416.59,-2362.74,49.21,0.0,-3813.75,-2313.54,-6127.29
5,601.8,1580.62,1827.83,-1490.92,-12401.32,661.24,5471.73,-2338.01,49.08,0.0,-3749.02,-2288.92,-6037.94
6,590.28,1487.05,1826.45,-1465.78,-12414.77,648.4,5487.99,-2380.42,49.0,0.0,-3840.39,-2331.43,-6171.81
7,564.36,1584.38,1833.67,-1468.76,-12474.52,655.95,5592.96,-2404.54,49.76,0.0,-3711.95,-2354.79,-6066.73
8,587.03,1509.6,1790.68,-1455.4,-12554.58,652.64,5516.84,-2283.24,50.0,0.0,-3953.2,-2233.24,-6186.43
9,638.24,1513.5,1820.2,-1482.69,-12464.78,646.7,5480.14,-2293.47,49.33,0.0,-3848.69,-2244.15,-6092.84
10,603.56,1523.35,1827.78,-1468.19,-12488.6,662.21,5482.0,-2285.98,49.01,0.0,-3857.9,-2236.98,-6094.87
11,589.73,1547.69,1823.84,-1470.52,-12407.6,656.47,5464.71,-2324.99,49.35,0.0,-3795.67,-2275.64,-6071.32
12,602.77,1555.94,1825.78,-1463.54,-12508.01,677.29,5474.03,-2303.07,49.02,0.0,-3835.74,-2254.05,-6089.79
13,607.77,1515.85,1774.36,-1444.37,-12439.93,653.21,5516.95,-2385.19,50.53,0.0,-3816.16,-2334.66,-6150.82
14,603.12,1534.82,1802.52,-1465.95,-12388.48,652.35,5458.22,-2338.35,49.61,0.0,-3803.41,-2288.74,-6092.15
15,624.96,1509.06,1786.55,-1474.43,-12368.15,660.37,5456.1,-2369.49,49.57,0.0,-3805.55,-2319.93,-6125.47
16,612.85,1565.52,1814.14,-1461.32,-12392.1,655.22,5440.72,-2354.79,49.38,0.0,-3764.97,-2305.41,-6070.38
17,600.81,1518.26,1822.69,-1469.37,-12470.1,674.15,5465.67,-2278.49,48.73,0.0,-3857.88,-2229.77,-6087.65
18,616.51,1535.49,1817.46,-1429.51,-12419.83,647.66,5439.38,-2354.41,50.23,0.0,-3792.83,-2304.18,-6097.01
19,620.87,1514.22,1835.94,-1431.44,-12453.2,634.87,5438.18,-2284.94,50.2,0.0,-3840.56,-2234.74,-6075.3
20,613.12,1534.74,1831.49,-1452.35,-12447.23,634.4,5501.36,-2355.72,50.69,0.0,-3784.46,-2305.03,-6089.49
21,609.29,1540.13,1835.78,-1453.61,-12514.67,674.55,5524.16,-2299.62,50.44,0.0,-3784.37,-2249.17,-6033.54
22,614.28,1566.12,1803.75,-1434.5,-12470.39,668.7,5467.98,-2334.13,50.94,0.0,-3784.06,-2283.19,-6067.24
23,601.79,1509.68,1813.76,-1455.72,-12377.25,659.65,5467.95,-2387.88,50.25,0.0,-3780.14,-2337.63,-6117.77
24,603.1,1535.55,1810.35,-1460.13,-12441.71,655.68,5472.07,-2329.08,49.04,0.0,-3825.1,-2280.04,-6105.14
25,610.67,1540.58,1843.44,-1458.97,-12485.05,669.98,5482.31,-2313.85,50.38,0.0,-3797.05,-2263.47,-6060.51
26,625.19,1580.0,1829.84,-1463.82,-12373.54,634.58,5431.99,-2363.55,49.5,0.0,-3735.77,-2314.05,-6049.82
27,612.01,1504.73,1803.42,-1485.67,-12419.48,657.09,5482.77,-2294.19,49.28,0.0,-3845.14,-2244.91,-6090.05
28,587.34,1547.52,1829.69,-1451.86,-12516.51,658.71,5474.26,-2291.73,50.44,0.0,-3870.84,-2241.29,-6112.13
29,613.3,1497.47,1805.7,-1479.0,-12435.18,672.86,5460.01,-2314.78,48.52,0.0,-3864.84,-2266.26,-6131.09
30,587.42,1520.94,1828.46,-1451.06,-12386.63,678.64,5449.28,-2360.01,49.79,0.0,-3772.96,-2310.22,-6083.18
31,562.56,1514.04,1809.62,-1452.04,-12376.58,644.33,5476.18,-2358.53,50.13,0.0,-3821.87,-2308.4,-6130.27
32,604.62,1550.88,1823.02,-1445.36,-12498.39,661.28,5492.08,-2282.32,50.04,0.0,-3811.88,-2232.28,-6044.16
33,621.79,1583.17,1847.31,-1482.01,-12413.56,643.96,5462.17,-2307.05,49.77,0.0,-3737.18,-2257.28,-5994.45
34,599.09,1515.68,1820.74,-1427.66,-12469.42,666.71,5506.15,-2338.77,50.88,0.0,-3788.72,-2287.89,-6076.61
35,616.02,1525.78,1820.04,-1464.78,-12470.08,665.14,5445.35,-2259.57,49.95,0.0,-3862.54,-2209.62,-6072.16
36,584.35,1616.99,1796.3,-1471.99,-12588.71,653.88,5462.77,-2217.1,48.89,0.0,-3946.41,-2168.22,-6114.62
37,590.98,1564.67,1821.23,-1420.56,-12603.61,651.27,5459.99,-2191.9,49.02,0.0,-3936.03,-2142.88,-6078.92
38,611.53,1498.56,1822.59,-1447.71,-12604.0,661.05,5485.08,-2230.07,48.37,0.0,-3972.89,-2181.71,-6154.59
39,579.88,1547.81,1803.26,-1474.93,-12510.01,671.11,5511.81,-2301.59,49.39,0.0,-3871.07,-2252.2,-6123.28
40,613.39,1578.05,1792.69,-1441.09,-12633.17,666.36,5465.35,-2189.48,49.2,0.0,-3958.42,-2140.28,-6098.7
41,624.43,1540.47,1807.69,-1456.78,-12613.99,658.43,5466.82,-2189.32,48.74,0.0,-3972.93,-2140.59,-6113.52
42,621.5,1549.31,1840.34,-1487.09,-12523.69,663.78,5467.3,-2251.71,48.56,0.0,-3868.55,-2203.15,-6071.7
43,634.23,1495.3,1798.24,-1479.75,-12665.47,672.46,5533.95,-2167.26,49.55,0.0,-4011.05,-2117.7,-6128.75
