POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
28,1339.96,3189.93,4035.52,-3296.94,-28969.16,1438.95,14812.99,-4063.17,95.67,0.0,-7448.76,-3967.5,-11416.26
29,1298.12,3226.48,4062.31,-3272.93,-29092.54,1480.08,14821.15,-3958.18,95.63,0.0,-7477.33,-3862.56,-11339.89
30,1284.79,3239.62,4075.07,-3306.12,-29098.61,1431.71,14897.63,-3963.38,95.06,0.0,-7475.91,-3868.32,-11344.23
31,1286.27,3180.82,4015.13,-3326.93,-29099.22,1481.13,14878.2,-3926.38,94.83,0.0,-7584.61,-3831.55,-11416.16
32,1313.0,3209.09,4018.94,-3289.57,-29090.84,1472.18,14860.49,-4027.07,95.71,0.0,-7506.7,-3931.36,-11438.06
33,1288.75,3271.93,3996.01,-3323.71,-29084.7,1458.61,14837.02,-3930.24,96.04,0.0,-7556.08,-3834.2,-11390.28
34,1256.53,3163.61,3988.26,-3260.3,-29156.29,1483.38,14931.54,-3930.7,94.58,0.0,-7593.26,-3836.11,-11429.38
35,1277.96,3195.97,4095.55,-3291.51,-29183.01,1448.25,14879.52,-3880.77,95.11,0.0,-7577.28,-3785.65,-11362.93
36,1287.04,3239.13,4000.52,-3264.35,-29033.07,1471.57,14802.77,-3951.33,93.94,0.0,-7496.39,-3857.39,-11353.79
37,1294.51,3180.7,4031.2,-3283.68,-28920.98,1474.26,14810.16,-4037.46,93.9,0.0,-7413.83,-3943.56,-11357.39
38,1287.85,3288.99,4030.32,-3332.43,-28843.25,1469.67,14760.62,-4086.33,95.56,0.0,-7338.22,-3990.76,-11328.98
39,1252.95,3210.71,4050.12,-3331.66,-28926.6,1472.91,14755.17,-3994.6,93.9,0.0,-7516.39,-3900.7,-11417.09
40,1263.78,3157.49,4004.36,-3284.36,-29093.53,1494.4,14872.8,-3941.35,94.47,0.0,-7585.06,-3846.89,-11431.95
41,1337.02,3232.84,4084.93,-3278.03,-28962.82,1437.19,14843.28,-4053.9,94.81,0.0,-7305.6,-3959.09,-11264.69
42,1309.85,3224.35,4000.1,-3323.22,-29030.08,1479.64,14816.3,-3960.29,95.21,0.0,-7523.06,-3865.08,-11388.14
43,1311.79,3239.72,4035.68,-3312.03,-29079.38,1453.95,14828.55,-3928.69,94.34,0.0,-7521.72,-3834.35,-11356.07
44,1313.38,3173.25,4052.79,-3297.2,-28980.22,1464.41,14792.04,-3982.87,95.57,0.0,-7481.55,-3887.29,-11368.84
45,1308.19,3201.96,4050.72,-3284.78,-28979.14,1466.25,14817.34,-4028.42,95.34,0.0,-7419.46,-3933.08,-11352.54
46,1319.87,3228.32,4047.34,-3308.31,-28921.89,1477.61,14770.97,-3993.24,95.38,0.0,-7386.09,-3897.86,-11283.95
47,1331.39,3228.97,4017.64,-3272.14,-29036.85,1459.83,14744.73,-3946.77,95.69,0.0,-7526.42,-3851.09,-11377.5
48,1266.64,3237.39,4012.06,-3332.89,-28925.38,1452.82,14758.82,-4003.76,94.92,0.0,-7530.54,-3908.84,-11439.37
49,1281.52,3279.64,4014.93,-3267.38,-29128.43,1479.88,14848.79,-3999.41,94.58,0.0,-7491.06,-3904.83,-11395.89
50,1290.12,3147.32,4031.62,-3280.36,-29023.37,1476.73,14783.16,-3960.91,94.38,0.0,-7574.8,-3866.53,-11441.33
51,1329.38,3233.7,4044.66,-3308.14,-28979.23,1466.28,14806.89,-3998.06,94.65,0.0,-7406.46,-3903.41,-11309.87
52,1367.47,3127.62,4064.22,-3333.96,-29145.3,1467.81,14845.11,-3868.12,94.45,0.0,-7607.02,-3773.67,-11380.69
53,1363.07,3208.03,4009.43,-3313.35,-29060.88,1471.33,14807.22,-3936.28,95.72,0.0,-7515.15,-3840.56,-11355.71
54,1319.75,3165.97,4052.77,-3271.74,-29125.25,1483.34,14784.03,-3862.65,95.37,0.0,-7591.13,-3767.28,-11358.41
55,1249.11,3168.19,4046.04,-3294.39,-29081.14,1453.02,14820.58,-3878.26,95.85,0.0,-7638.6,-3782.41,-11421.01
56,1303.05,3144.17,4055.66,-3263.96,-29120.35,1471.57,14803.96,-3882.58,95.86,0.0,-7605.9,-3786.72,-11392.62
57,1290.16,3182.51,3987.41,-3248.82,-29175.82,1453.73,14889.89,-3944.97,96.81,0.0,-7620.96,-3848.16,-11469.11
58,1262.95,3237.46,4087.17,-3309.22,-29161.68,1463.97,14835.25,-3847.81,94.69,0.0,-7584.1,-3753.11,-11337.21
59,1336.06,3153.57,3988.01,-3297.29,-29035.99,1445.35,14752.96,-3885.96,95.92,0.0,-7657.33,-3790.05,-11447.38
60,1248.97,3238.45,4037.32,-3360.51,-29007.17,1454.89,14780.61,-3918.75,94.77,0.0,-7607.44,-3823.97,-11431.42
61,1290.01,3171.87,4029.02,-3344.7,-29088.04,1520.55,14843.82,-3924.18,95.72,0.0,-7577.46,-3828.46,-11405.91
62,1308.39,3252.8,3984.84,-3293.93,-29100.59,1476.66,14813.73,-3925.93,95.88,0.0,-7558.09,-3830.05,-11388.14
63,1254.33,3152.24,4026.35,-3327.68,-29041.65,1470.31,14845.74,-3897.12,94.78,0.0,-7620.36,-3802.34,-11422.71
64,1318.53,3240.88,3997.79,-3302.51,-29045.2,1472.51,14746.21,-3900.24,95.02,0.0,-7571.79,-3805.22,-11377.01
65,1327.6,3202.35,4028.44,-3318.95,-29177.0,1477.69,14840.39,-3835.3,95.85,0.0,-7619.48,-3739.44,-11358.93
66,1296.27,3290.99,4021.66,-3304.85,-29070.2,1451.82,14823.5,-3980.2,95.5,0.0,-7490.81,-3884.7,-11375.51
67,1263.16,3246.92,4019.3,-3324.09,-29138.13,1476.86,14844.99,-3894.1,94.98,0.0,-7610.99,-3799.12,-11410.11
68,1293.27,3219.87,4070.51,-3312.66,-29148.61,1464.07,14850.42,-3884.6,94.19,0.0,-7563.13,-3790.42,-11353.54
69,1338.07,3194.79,4010.54,-3240.77,-29108.68,1466.27,14827.45,-3938.33,95.95,0.0,-7512.32,-3842.38,-11354.7
70,1325.97,3307.06,4068.39,-3318.41,-29017.34,1427.98,14738.07,-3885.55,95.36,0.0,-7468.29,-3790.19,-11258.47
71,1312.85,3185.96,4033.81,-3313.85,-29130.07,1462.28,14876.05,-3941.19,94.91,0.0,-7572.98,-3846.28,-11419.26
72,1281.34,3165.74,4067.51,-3249.72,-29313.38,1490.1,14900.76,-3831.15,94.97,0.0,-7657.65,-3736.18,-11393.83
73,1253.16,3230.4,4089.21,-3306.05,-29118.38,1457.24,14830.36,-3901.18,95.44,0.0,-7564.08,-3805.74,-11369.82
74,1314.55,3251.01,4023.13,-3291.97,-29113.62,1451.2,14762.42,-3880.79,95.23,0.0,-7603.29,-3785.56,-11388.85
75,1344.78,3282.15,4046.91,-3272.2,-29136.43,1473.06,14831.56,-3892.4,94.78,0.0,-7430.17,-3797.62,-11227.8
76,1278.84,3275.36,4020.28,-3264.53,-29200.92,1471.85,14827.95,-3840.02,95.03,0.0,-7591.17,-3744.98,-11336.15
77,1317.2,3183.94,4037.26,-3277.67,-29266.73,1476.48,14994.42,-3960.04,95.37,0.0,-7535.1,-3864.67,-11399.77
78,1294.17,3195.8,3997.93,-3270.36,-29208.94,1467.55,14902.47,-3892.35,94.51,0.0,-7621.37,-3797.84,-11419.21
79,1387.74,3112.75,4022.99,-3285.77,-29107.43,1453.77,14786.06,-3888.36,93.85,0.0,-7629.88,-3794.51,-11424.4
80,1370.8,3239.11,4004.73,-3327.32,-28957.82,1452.8,14783.18,-3934.63,95.02,0.0,-7434.53,-3839.61,-11274.13
81,1309.32,3249.65,4020.32,-3277.02,-28928.74,1456.11,14677.48,-3909.24,94.72,0.0,-7492.89,-3814.52,-11307.41
82,1371.4,3245.86,4051.2,-3309.15,-28963.72,1453.78,14735.99,-3963.83,95.14,0.0,-7414.64,-3868.69,-11283.32
83,1285.66,3232.54,4075.23,-3274.19,-29120.0,1460.37,14746.51,-3847.32,94.64,0.0,-7593.89,-3752.68,-11346.57
84,1343.22,3187.53,4041.15,-3249.89,-29040.5,1468.56,14758.02,-3924.3,95.53,0.0,-7491.89,-3828.78,-11320.67
85,1321.82,3223.91,4042.99,-3274.71,-28943.67,1447.36,14826.19,-4043.07,96.64,0.0,-7356.11,-3946.42,-11302.54
86,1319.31,3256.19,4011.34,-3302.25,-28884.14,1439.32,14770.37,-4005.22,95.41,0.0,-7389.87,-3909.8,-11299.67
87,1303.27,3189.18,4025.62,-3256.5,-28977.95,1439.84,14820.09,-3972.04,95.2,0.0,-7456.46,-3876.84,-11333.31
88,1330.74,3201.51,4026.01,-3282.55,-29006.15,1444.77,14853.73,-4018.26,96.67,0.0,-7431.94,-3921.59,-11353.53
89,1277.3,3242.12,4018.99,-3314.84,-28819.86,1445.04,14747.71,-4072.16,96.57,0.0,-7403.52,-3975.59,-11379.11
90,1246.53,3224.51,3992.36,-3354.94,-29100.25,1459.88,14901.86,-3937.3,95.03,0.0,-7630.06,-3842.27,-11472.32
91,1326.41,3200.82,4045.92,-3304.19,-29022.71,1460.84,14844.79,-3968.06,94.99,0.0,-7448.11,-3873.07,-11321.18
92,1290.21,3259.55,4030.32,-3315.58,-28976.21,1443.38,14809.53,-3978.97,95.32,0.0,-7458.8,-3883.65,-11342.45
93,1300.8,3275.74,4063.24,-3284.07,-29030.2,1467.19,14780.05,-3915.37,94.26,0.0,-7427.25,-3821.11,-11248.36
94,1290.94,3202.08,4012.32,-3247.67,-29066.23,1465.62,14840.75,-3931.75,95.44,0.0,-7502.2,-3836.31,-11338.5
95,1213.7,3214.19,3994.32,-3281.31,-29110.19,1489.13,14873.53,-3887.36,96.09,0.0,-7606.63,-3791.27,-11397.9
96,1304.04,3276.99,4011.47,-3297.42,-29086.8,1467.86,14832.06,-3878.1,96.04,0.0,-7491.81,-3782.06,-11273.86
97,1344.73,3171.21,4037.29,-3268.24,-28985.86,1447.66,14798.55,-3968.57,95.82,0.0,-7454.67,-3872.75,-11327.42
98,1279.27,3188.8,4053.56,-3298.2,-29200.97,1454.36,14946.1,-3898.39,95.46,0.0,-7577.08,-3802.93,-11380.01
99,1368.85,3186.46,4066.52,-3307.91,-29134.71,1434.54,14856.92,-3903.03,95.45,0.0,-7529.33,-3807.58,-11336.91
100,1246.51,3151.04,4033.05,-3238.6,-29195.0,1454.74,14854.59,-3861.77,95.02,0.0,-7693.66,-3766.75,-11460.41
101,1297.8,3251.2,4052.5,-3250.56,-29041.69,1432.8,14803.34,-4002.29,95.85,0.0,-7454.62,-3906.44,-11361.06
102,1331.48,3185.31,4037.37,-3224.26,-28944.42,1443.38,14778.06,-4025.72,96.23,0.0,-7393.07,-3929.49,-11322.56
103,1298.41,3150.45,4010.32,-3241.84,-28952.52,1459.34,14814.4,-4047.35,96.73,0.0,-7461.45,-3950.62,-11412.07
104,1288.08,3191.63,3997.86,-3274.09,-28983.24,1455.03,14834.27,-4030.92,95.36,0.0,-7490.47,-3935.57,-11426.04
105,1323.25,3267.78,4007.72,-3262.34,-29010.24,1459.1,14793.86,-4040.06,95.55,0.0,-7420.87,-3944.51,-11365.38
106,1385.69,3215.86,4032.43,-3303.05,-29023.58,1456.34,14865.8,-3988.16,95.5,0.0,-7370.52,-3892.66,-11263.18
107,1256.76,3228.85,4063.36,-3301.71,-28903.54,1463.62,14827.51,-4063.22,96.16,0.0,-7365.15,-3967.06,-11332.21
108,1263.09,3236.42,4047.12,-3277.1,-28932.16,1444.36,14819.18,-4047.36,96.58,0.0,-7399.08,-3950.79,-11349.87
109,1378.31,3178.14,4069.11,-3270.87,-28978.49,1458.11,14839.45,-3987.26,95.96,0.0,-7326.24,-3891.3,-11217.54
110,1267.16,3170.66,4012.59,-3284.06,-28996.06,1466.44,14887.31,-4010.84,96.91,0.0,-7475.96,-3913.93,-11389.89
111,1268.86,3221.02,4058.77,-3289.63,-29054.76,1468.55,14835.98,-3990.66,96.91,0.0,-7491.21,-3893.75,-11384.96
112,1274.09,3184.15,4029.95,-3265.87,-29044.92,1476.95,14859.4,-3997.89,95.21,0.0,-7486.25,-3902.68,-11388.93
113,1308.64,3297.08,4053.64,-3307.08,-29017.8,1468.31,14868.16,-4065.74,95.32,0.0,-7329.05,-3970.42,-11299.47
114,1239.5,3242.17,3962.16,-3299.67,-29014.8,1461.07,14836.04,-3960.66,94.99,0.0,-7573.52,-3865.66,-11439.19
115,1247.83,3128.61,4008.91,-3314.8,-29003.81,1455.52,14891.22,-3985.46,94.73,0.0,-7586.52,-3890.73,-11477.25
116,1281.39,3290.98,4010.82,-3261.46,-29127.55,1473.19,14809.11,-3936.06,95.51,0.0,-7523.51,-3840.54,-11364.06
117,1261.07,3121.97,4027.75,-3268.09,-29081.8,1462.26,14880.4,-3982.65,96.12,0.0,-7596.45,-3886.53,-11482.98
118,1263.27,3251.34,4018.8,-3286.02,-29104.76,1450.04,14845.41,-3915.16,95.44,0.0,-7561.92,-3819.71,-11381.63
119,1299.69,3255.72,4067.17,-3306.02,-29100.98,1498.88,14843.89,-3872.75,94.93,0.0,-7441.65,-3777.82,-11219.47
120,1297.01,3316.53,4049.81,-3298.47,-29085.22,1442.76,14837.88,-3916.87,94.99,0.0,-7439.71,-3821.88,-11261.58
121,1255.2,3236.68,4008.91,-3278.05,-29117.15,1438.65,14811.84,-3862.68,94.23,0.0,-7643.91,-3768.45,-11412.36
122,1315.63,3236.06,4070.43,-3243.26,-29123.79,1436.34,14773.95,-3885.57,94.34,0.0,-7534.64,-3791.24,-11325.87
123,1324.49,3096.97,4010.38,-3320.56,-29012.16,1447.56,14837.81,-3942.05,94.75,0.0,-7615.5,-3847.31,-11462.81
124,1326.13,3205.57,3997.38,-3276.31,-29186.81,1488.8,14907.09,-3892.16,94.12,0.0,-7538.15,-3798.04,-11336.19
125,1287.03,3231.93,4068.6,-3308.27,-29196.08,1462.39,14852.95,-3793.77,93.46,0.0,-7601.44,-3700.31,-11301.76
126,1312.26,3327.82,4047.96,-3336.46,-28954.68,1453.95,14847.27,-4012.52,94.78,0.0,-7301.89,-3917.74,-11219.63
127,1355.45,3206.5,4060.85,-3335.36,-29136.4,1455.3,14822.79,-3832.33,93.65,0.0,-7570.86,-3738.68,-11309.54
128,1273.01,3155.32,4100.42,-3341.94,-29117.17,1468.46,14892.03,-3921.56,93.96,0.0,-7569.87,-3827.6,-11397.47
129,1274.16,3207.62,4080.21,-3274.83,-29073.74,1469.3,14871.09,-3929.53,93.09,0.0,-7446.19,-3836.44,-11282.63
130,1302.85,3186.13,3973.93,-3281.79,-28926.98,1483.74,14840.94,-3997.47,93.2,0.0,-7421.17,-3904.26,-11325.44
131,1305.84,3186.99,4052.86,-3325.29,-29030.64,1462.2,14874.91,-3917.19,92.73,0.0,-7473.12,-3824.46,-11297.58
132,1245.16,3183.4,4074.8,-3315.92,-28984.78,1460.38,14858.26,-4001.72,93.75,0.0,-7478.7,-3907.97,-11386.67
133,1268.4,3298.2,4007.84,-3313.02,-29060.28,1473.91,14847.44,-3939.43,94.9,0.0,-7477.5,-3844.53,-11322.03
134,1307.98,3241.03,4067.31,-3320.41,-29108.83,1468.02,14869.68,-3905.57,92.91,0.0,-7475.21,-3812.67,-11287.88
135,1274.84,3255.26,4051.07,-3320.19,-29131.04,1452.65,14828.45,-3836.74,92.37,0.0,-7588.97,-3744.36,-11333.33
136,1239.51,3178.84,4019.15,-3297.09,-29186.37,1481.15,14882.8,-3838.11,93.46,0.0,-7682.02,-3744.65,-11426.67
137,1269.27,3204.19,4030.09,-3293.82,-29106.12,1493.74,14809.31,-3855.29,92.22,0.0,-7593.35,-3763.07,-11356.42
138,1352.79,3210.0,4017.99,-3297.62,-28996.54,1482.02,14792.0,-3903.52,92.91,0.0,-7439.36,-3810.61,-11249.98
139,1264.95,3249.35,4021.91,-3330.72,-29010.56,1445.1,14812.55,-3918.77,93.93,0.0,-7547.43,-3824.83,-11372.26
140,1337.41,3196.41,4024.72,-3262.04,-29133.09,1436.99,14850.45,-3879.56,94.29,0.0,-7549.15,-3785.27,-11334.42
141,1278.01,3190.12,4035.71,-3267.4,-29055.64,1504.53,14892.72,-3934.12,93.33,0.0,-7421.95,-3840.79,-11262.74
142,1254.25,3195.38,4063.09,-3314.35,-28910.03,1465.61,14859.25,-3990.83,93.77,0.0,-7386.8,-3897.06,-11283.86
143,1248.28,3225.04,4038.04,-3292.95,-28972.82,1439.71,14847.69,-3977.3,94.55,0.0,-7467.0,-3882.75,-11349.75
144,1295.35,3173.38,4017.16,-3326.29,-28930.23,1480.22,14824.97,-3965.82,93.58,0.0,-7465.44,-3872.24,-11337.68
145,1318.34,3224.8,4016.22,-3340.64,-28827.89,1439.42,14667.73,-3967.81,94.24,0.0,-7502.03,-3873.57,-11375.6
146,1382.18,3292.1,4039.19,-3334.67,-29002.86,1426.27,14818.84,-3897.91,94.15,0.0,-7378.95,-3803.76,-11182.72
147,1286.7,3285.94,4027.69,-3340.65,-29203.01,1437.06,14832.49,-3786.43,94.3,0.0,-7673.77,-3692.13,-11365.9
148,1303.86,3262.86,4022.8,-3304.07,-29140.88,1455.59,14704.67,-3730.67,94.81,0.0,-7695.15,-3635.86,-11331.02
149,1255.39,3275.37,4060.96,-3269.92,-29141.8,1474.74,14864.22,-3913.27,94.88,0.0,-7481.05,-3818.39,-11299.44
150,1343.88,3241.46,4052.08,-3327.09,-29172.38,1461.97,14791.74,-3811.15,93.57,0.0,-7608.34,-3717.58,-11325.92
151,1258.15,3193.17,4021.29,-3315.32,-29156.59,1462.72,14920.88,-3906.17,94.93,0.0,-7615.69,-3811.23,-11426.93

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,601.43,1535.16,1808.97,-1477.97,-12623.58,652.65,5495.52,-2219.86,48.95,0.0,-4007.82,-2170.9,-6178.72
2,609.6,1510.08,1791.11,-1469.51,-12553.15,656.39,5463.83,-2280.23,50.14,0.0,-3991.65,-2230.09,-6221.74
3,584.66,1503.78,1839.64,-1441.7,-12525.47,648.64,5472.33,-2305.62,50.46,0.0,-3918.12,-2255.15,-6173.28
4,599.99,1533.81,1820.15,-1455.75,-12503.93,647.24,5501.22,-2304.78,50.0,0.0,-3857.28,-2254.79,-6112.06
5,600.15,1513.96,1835.26,-1458.39,-12548.48,656.94,5507.13,-2265.09,49.64,0.0,-3893.43,-2215.45,-6108.88
6,592.83,1597.92,1831.33,-1450.83,-12529.64,651.48,5460.14,-2256.07,50.22,0.0,-3846.77,-2205.85,-6052.62
7,569.96,1593.64,1813.56,-1457.06,-12568.48,658.33,5482.83,-2262.66,49.12,0.0,-3907.23,-2213.54,-6120.77
8,600.21,1541.2,1795.77,-1458.73,-12694.3,655.09,5488.03,-2181.59,49.11,0.0,-4072.72,-2132.48,-6205.2
9,575.36,1534.33,1870.01,-1477.55,-12703.53,665.22,5520.68,-2159.24,49.87,0.0,-4015.48,-2109.37,-6124.85
10,632.71,1538.84,1803.54,-1470.08,-12603.54,660.48,5523.11,-2241.82,49.29,0.0,-3914.93,-2192.53,-6107.46
11,595.25,1579.17,1803.43,-1496.99,-12620.2,660.39,5521.53,-2211.26,50.49,0.0,-3957.41,-2160.78,-6118.19
12,587.8,1523.93,1797.35,-1462.25,-12659.76,646.55,5562.92,-2229.32,49.8,0.0,-4003.46,-2179.52,-6182.98
13,611.52,1556.14,1800.89,-1471.58,-12597.14,654.24,5499.98,-2232.93,50.0,0.0,-3945.95,-2182.94,-6128.88
14,634.68,1565.79,1809.35,-1483.73,-12641.85,667.02,5490.2,-2215.1,49.52,0.0,-3958.54,-2165.58,-6124.12
15,559.8,1569.22,1811.08,-1461.12,-12504.47,649.78,5448.32,-2288.86,50.13,0.0,-3927.38,-2238.73,-6166.11
16,599.46,1509.49,1857.63,-1488.17,-12526.56,664.72,5504.75,-2316.07,49.87,0.0,-3878.68,-2266.19,-6144.88
17,609.62,1537.13,1831.48,-1491.11,-12575.8,657.17,5509.84,-2239.2,49.26,0.0,-3921.68,-2189.94,-6111.61
18,608.91,1556.11,1833.81,-1489.8,-12558.66,649.99,5462.33,-2244.1,49.56,0.0,-3937.31,-2194.54,-6131.85
19,592.92,1562.95,1805.45,-1450.7,-12475.0,644.24,5407.8,-2282.95,49.37,0.0,-3912.33,-2233.58,-6145.91
20,624.39,1531.29,1831.72,-1455.34,-12670.07,664.49,5476.76,-2195.8,49.58,0.0,-3996.77,-2146.23,-6143.0
21,610.08,1560.41,1805.63,-1463.45,-12562.58,632.05,5428.23,-2217.89,49.26,0.0,-3989.62,-2168.63,-6158.25
22,627.38,1547.73,1793.13,-1442.7,-12535.67,650.1,5423.49,-2242.45,49.67,0.0,-3936.53,-2192.78,-6129.31
23,601.14,1549.46,1817.6,-1470.57,-12622.65,639.37,5497.95,-2226.6,49.59,0.0,-3987.7,-2177.01,-6164.71
24,628.88,1528.88,1807.79,-1447.02,-12689.11,647.46,5514.4,-2209.3,49.84,0.0,-4008.73,-2159.47,-6168.2
25,558.92,1554.86,1828.22,-1445.3,-12600.46,659.23,5493.68,-2266.56,50.4,0.0,-3950.85,-2216.16,-6167.01
26,613.15,1558.91,1862.21,-1473.26,-12604.32,651.22,5541.59,-2274.76,50.6,0.0,-3850.51,-2224.15,-6074.66
27,586.39,1513.02,1817.04,-1487.16,-12570.19,657.9,5513.52,-2265.51,49.89,0.0,-3969.48,-2215.62,-6185.1
28,629.99,1539.78,1817.56,-1476.36,-12594.22,657.67,5422.63,-2200.96,49.07,0.0,-4002.97,-2151.89,-6154.86
29,630.48,1524.15,1845.67,-1470.86,-12680.26,652.18,5526.6,-2192.4,49.32,0.0,-3972.05,-2143.07,-6115.12
30,621.81,1583.73,1828.06,-1492.68,-12568.33,646.05,5476.03,-2230.04,49.44,0.0,-3905.32,-2180.6,-6085.92
31,604.84,1516.34,1826.91,-1499.53,-12660.13,671.89,5536.92,-2211.03,48.99,0.0,-4002.76,-2162.03,-6164.8
32,608.94,1500.17,1799.4,-1476.07,-12657.58,663.21,5526.25,-2232.84,49.25,0.0,-4035.69,-2183.59,-6219.28
33,604.97,1523.18,1786.94,-1485.32,-12727.92,660.88,5516.6,-2149.56,49.67,0.0,-4120.68,-2099.88,-6220.56
34,569.99,1513.12,1806.57,-1446.45,-12702.34,678.1,5554.71,-2167.94,49.51,0.0,-4026.31,-2118.43,-6144.74
35,611.16,1531.4,1851.07,-1481.39,-12681.95,649.9,5535.88,-2179.15,49.75,0.0,-3983.93,-2129.4,-6113.33
36,595.48,1562.53,1792.31,-1474.96,-12588.73,661.98,5465.61,-2213.26,48.83,0.0,-3985.77,-2164.44,-6150.2
37,600.13,1538.96,1817.53,-1480.39,-12569.41,661.38,5532.06,-2281.66,49.4,0.0,-3899.75,-2232.26,-6132.01
38,599.83,1610.85,1835.43,-1491.15,-12488.35,657.89,5476.26,-2313.95,50.0,0.0,-3799.23,-2263.95,-6063.19
39,561.62,1562.86,1841.06,-1497.62,-12558.08,676.05,5483.98,-2245.56,49.35,0.0,-3930.13,-2196.21,-6126.34
40,583.31,1530.99,1816.05,-1471.7,-12577.31,651.87,5501.86,-2246.84,49.64,0.0,-3964.93,-2197.2,-6162.12
41,617.13,1527.21,1844.96,-1460.99,-12532.64,640.68,5507.71,-2314.88,49.39,0.0,-3855.96,-2265.48,-6121.44
42,588.71,1517.3,1827.12,-1498.92,-12536.99,673.33,5490.66,-2309.37,49.38,0.0,-3938.8,-2259.99,-6198.79
43,596.04,1543.96,1810.24,-1496.42,-12569.47,664.09,5499.21,-2258.28,49.53,0.0,-3952.35,-2208.75,-6161.1
