POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
13,969.13,2429.88,3227.06,-2520.59,-23256.52,1145.33,13627.17,-3239.56,81.25,0.0,-4378.54,-3158.31,-7536.85
14,1048.23,2538.03,3260.77,-2489.13,-23230.67,1146.41,13487.25,-3175.98,80.75,0.0,-4239.1,-3095.23,-7334.33
15,1005.55,2476.49,3216.61,-2490.34,-23168.98,1150.87,13546.85,-3264.01,80.95,0.0,-4262.95,-3183.06,-7446.01
16,966.3,2524.46,3236.24,-2469.58,-23245.49,1149.73,13576.79,-3231.47,80.91,0.0,-4261.54,-3150.56,-7412.1
17,1037.54,2520.57,3268.97,-2529.87,-23240.84,1125.92,13641.67,-3277.03,80.02,0.0,-4176.04,-3197.01,-7373.05
18,978.45,2464.83,3261.6,-2482.87,-23384.84,1138.29,13641.62,-3189.14,79.47,0.0,-4382.93,-3109.67,-7492.6
19,998.27,2425.7,3252.81,-2491.31,-23363.24,1140.51,13655.9,-3216.26,79.73,0.0,-4381.37,-3136.54,-7517.91
20,1022.29,2552.61,3241.27,-2478.77,-23328.38,1148.17,13618.73,-3182.92,80.42,0.0,-4224.06,-3102.5,-7326.56
21,973.03,2480.8,3236.3,-2504.59,-23210.29,1122.26,13682.4,-3331.11,81.12,0.0,-4220.09,-3249.99,-7470.08
22,999.29,2422.16,3260.99,-2528.83,-23368.33,1149.76,13727.61,-3207.21,79.71,0.0,-4337.35,-3127.5,-7464.85
23,986.07,2481.71,3208.08,-2488.59,-23263.66,1145.37,13704.58,-3279.29,80.56,0.0,-4226.45,-3198.73,-7425.18
24,978.55,2462.45,3250.21,-2496.38,-23242.67,1123.53,13558.21,-3233.89,79.39,0.0,-4366.09,-3154.5,-7520.59
25,1004.39,2433.91,3263.35,-2476.03,-23186.89,1146.38,13532.88,-3224.42,79.88,0.0,-4282.01,-3144.54,-7426.55
26,975.19,2481.35,3238.88,-2480.53,-23255.19,1144.23,13577.78,-3225.7,80.47,0.0,-4318.3,-3145.23,-7463.53
27,1013.97,2400.36,3199.31,-2522.88,-23088.18,1156.08,13510.77,-3277.67,79.93,0.0,-4330.58,-3197.74,-7528.32
28,967.31,2462.96,3261.65,-2481.98,-23129.02,1143.64,13525.56,-3264.83,80.56,0.0,-4249.88,-3184.27,-7434.14
29,1001.87,2438.29,3264.3,-2484.76,-23280.49,1152.98,13595.31,-3184.42,80.21,0.0,-4312.5,-3104.21,-7416.7
30,973.16,2508.02,3234.57,-2503.5,-23230.04,1151.37,13527.57,-3177.18,81.25,0.0,-4338.84,-3095.93,-7434.77
31,938.0,2521.6,3218.72,-2511.78,-23268.87,1130.05,13527.59,-3162.27,80.29,0.0,-4444.7,-3081.99,-7526.68
32,1007.74,2468.79,3248.15,-2530.24,-23165.72,1140.38,13516.15,-3216.18,78.81,0.0,-4314.73,-3137.37,-7452.11
33,961.35,2453.21,3212.62,-2532.13,-23206.28,1129.42,13556.2,-3177.46,79.51,0.0,-4425.61,-3097.95,-7523.57
34,1020.4,2476.93,3278.23,-2513.64,-23261.95,1142.85,13550.76,-3151.22,79.51,0.0,-4306.43,-3071.71,-7378.14
35,958.46,2399.74,3251.41,-2486.2,-23152.81,1147.22,13480.3,-3166.34,79.19,0.0,-4401.88,-3087.14,-7489.02
36,1008.79,2418.38,3237.95,-2546.46,-23145.52,1136.77,13522.51,-3202.41,79.58,0.0,-4367.58,-3122.83,-7490.41
37,976.41,2468.94,3260.1,-2533.68,-23200.91,1125.37,13459.12,-3136.17,79.59,0.0,-4444.66,-3056.58,-7501.24
38,1006.33,2454.86,3269.43,-2522.35,-23203.56,1126.17,13546.9,-3163.49,79.33,0.0,-4322.23,-3084.16,-7406.39
39,969.07,2381.24,3268.49,-2521.08,-23175.59,1153.85,13523.53,-3184.99,79.96,0.0,-4400.49,-3105.04,-7505.52
40,952.01,2518.32,3255.4,-2481.08,-23253.23,1141.73,13557.97,-3135.01,79.14,0.0,-4308.88,-3055.87,-7364.75
41,1011.04,2521.02,3213.07,-2512.74,-23179.22,1133.04,13536.36,-3181.09,78.93,0.0,-4277.45,-3102.16,-7379.61
42,998.0,2516.16,3250.19,-2586.14,-23151.55,1178.37,13550.62,-3206.68,79.64,0.0,-4244.35,-3127.04,-7371.39
43,977.83,2497.96,3257.5,-2535.23,-23142.14,1150.17,13493.79,-3213.76,80.27,0.0,-4300.12,-3133.49,-7433.62
44,994.05,2531.99,3242.27,-2490.72,-23267.0,1106.28,13546.49,-3158.61,80.14,0.0,-4336.65,-3078.47,-7415.12
45,979.1,2478.61,3271.5,-2523.43,-23241.26,1142.57,13463.96,-3162.66,80.03,0.0,-4428.95,-3082.64,-7511.58
46,1007.53,2495.74,3240.82,-2483.39,-23256.72,1129.21,13472.22,-3104.17,79.54,0.0,-4394.59,-3024.63,-7419.23
47,1033.82,2449.04,3243.28,-2537.96,-23336.23,1144.28,13632.28,-3134.04,78.92,0.0,-4371.48,-3055.13,-7426.61
48,997.71,2457.62,3229.52,-2506.33,-23300.08,1134.21,13539.66,-3097.96,78.97,0.0,-4447.71,-3018.99,-7466.7
49,1021.89,2483.22,3269.22,-2501.99,-23288.45,1138.46,13563.72,-3165.78,79.57,0.0,-4313.93,-3086.21,-7400.14
50,1020.75,2447.27,3257.3,-2479.61,-23315.13,1148.77,13546.57,-3087.47,78.99,0.0,-4374.08,-3008.48,-7382.56
51,979.06,2408.73,3241.01,-2500.1,-23346.94,1176.35,13572.23,-3113.89,79.59,0.0,-4469.66,-3034.3,-7503.95
52,1043.06,2466.05,3277.8,-2539.31,-23358.93,1153.01,13574.7,-3096.33,78.97,0.0,-4383.63,-3017.35,-7400.98
53,968.61,2472.69,3277.35,-2517.79,-23220.34,1123.08,13499.42,-3115.68,79.7,0.0,-4396.99,-3035.98,-7432.97
54,1010.86,2490.35,3232.93,-2502.54,-23270.27,1088.83,13454.67,-3038.55,79.19,0.0,-4495.17,-2959.36,-7454.53
55,1018.91,2530.2,3226.9,-2529.96,-23240.38,1159.89,13495.67,-3128.93,79.38,0.0,-4338.78,-3049.55,-7388.34
56,1002.87,2487.13,3257.41,-2523.15,-23365.43,1142.24,13499.36,-3083.65,78.07,0.0,-4499.56,-3005.58,-7505.14
57,1011.86,2442.52,3270.26,-2534.95,-23317.22,1126.68,13561.55,-3140.6,79.57,0.0,-4439.3,-3061.02,-7500.33
58,987.6,2452.82,3238.0,-2508.19,-23347.34,1160.89,13549.4,-3083.14,78.4,0.0,-4466.83,-3004.74,-7471.57
59,1005.17,2445.29,3271.71,-2530.17,-23329.68,1148.4,13543.62,-3090.44,78.45,0.0,-4445.65,-3011.98,-7457.64
60,946.65,2519.0,3217.99,-2553.57,-23302.31,1152.72,13548.34,-3158.83,78.9,0.0,-4471.19,-3079.93,-7551.12
61,1024.49,2438.01,3278.11,-2490.65,-23221.15,1144.49,13544.3,-3200.64,79.73,0.0,-4282.39,-3120.91,-7403.3
62,965.24,2480.06,3239.09,-2458.83,-23432.69,1150.96,13579.12,-3052.78,78.83,0.0,-4477.05,-2973.94,-7450.99
63,966.97,2473.21,3258.42,-2490.23,-23411.39,1159.38,13618.92,-3096.92,80.79,0.0,-4424.71,-3016.14,-7440.84
64,937.28,2468.42,3212.69,-2504.6,-23332.64,1143.97,13596.43,-3119.19,79.83,0.0,-4478.46,-3039.37,-7517.82
65,959.06,2395.01,3229.85,-2476.46,-23259.9,1155.25,13570.35,-3170.92,80.5,0.0,-4426.84,-3090.42,-7517.26
66,983.89,2407.51,3246.32,-2463.16,-23302.6,1150.3,13582.44,-3135.09,80.03,0.0,-4395.3,-3055.06,-7450.36
67,1033.25,2476.61,3228.94,-2465.9,-23231.43,1166.64,13582.32,-3209.01,80.56,0.0,-4209.58,-3128.45,-7338.03
68,983.52,2430.88,3251.08,-2502.64,-23283.79,1147.5,13537.93,-3147.04,80.88,0.0,-4435.52,-3066.16,-7501.68
69,962.74,2506.28,3231.17,-2457.91,-23190.43,1173.74,13538.81,-3256.46,80.16,0.0,-4235.6,-3176.3,-7411.9
70,965.86,2416.96,3299.91,-2502.16,-23309.21,1146.5,13554.48,-3184.21,79.52,0.0,-4427.66,-3104.68,-7532.35
71,985.27,2543.31,3228.34,-2486.41,-23409.89,1123.22,13562.39,-3064.3,79.88,0.0,-4453.77,-2984.42,-7438.18
72,1007.0,2441.24,3244.6,-2419.34,-23472.31,1112.44,13612.16,-3087.59,81.15,0.0,-4474.21,-3006.44,-7480.66
73,981.3,2418.43,3241.71,-2440.39,-23277.02,1134.54,13464.35,-3085.14,80.55,0.0,-4477.09,-3004.59,-7481.68
74,978.71,2396.97,3250.13,-2480.06,-23303.83,1133.45,13505.26,-3115.58,79.33,0.0,-4519.39,-3036.25,-7555.64
75,989.05,2432.36,3216.59,-2512.08,-23251.28,1146.04,13546.33,-3166.42,80.33,0.0,-4432.99,-3086.09,-7519.08
76,956.15,2454.69,3220.28,-2497.77,-23283.34,1148.58,13601.69,-3196.27,79.69,0.0,-4399.72,-3116.58,-7516.29
77,1017.5,2467.33,3236.84,-2475.24,-23342.27,1150.96,13569.53,-3122.58,79.27,0.0,-4375.35,-3043.31,-7418.65
78,1011.51,2539.19,3265.04,-2480.87,-23228.03,1149.22,13551.27,-3212.34,79.02,0.0,-4192.67,-3133.32,-7325.99
79,988.74,2387.27,3228.37,-2508.81,-23191.23,1146.45,13587.52,-3218.85,80.09,0.0,-4361.69,-3138.76,-7500.46
80,1016.35,2497.86,3219.86,-2510.07,-23203.23,1120.06,13540.7,-3226.86,79.94,0.0,-4318.48,-3146.93,-7465.4
81,964.66,2492.38,3196.68,-2509.61,-23300.25,1124.63,13661.64,-3178.92,79.42,0.0,-4369.86,-3099.5,-7469.36
82,977.9,2411.43,3259.11,-2549.44,-23218.63,1119.13,13660.49,-3254.96,79.85,0.0,-4340.02,-3175.12,-7515.13
83,1026.23,2482.9,3232.1,-2502.32,-23302.53,1137.42,13634.95,-3245.26,79.78,0.0,-4291.25,-3165.48,-7456.73
84,1023.98,2561.95,3293.09,-2498.88,-23132.15,1112.18,13570.24,-3333.84,81.17,0.0,-4069.58,-3252.67,-7322.26
85,952.86,2428.13,3266.09,-2487.3,-23331.5,1142.84,13712.51,-3232.86,81.14,0.0,-4316.38,-3151.72,-7468.09
86,977.06,2426.29,3221.22,-2507.94,-23324.36,1185.67,13644.74,-3209.26,81.04,0.0,-4377.32,-3128.22,-7505.53
87,1046.11,2465.53,3263.89,-2479.66,-23300.98,1161.09,13620.06,-3206.13,81.03,0.0,-4223.95,-3125.1,-7349.05
88,1013.29,2499.22,3217.55,-2540.02,-23225.41,1158.86,13665.75,-3289.39,80.74,0.0,-4210.76,-3208.65,-7419.41
89,1007.02,2400.15,3239.1,-2494.48,-23238.45,1149.14,13732.68,-3335.07,81.8,0.0,-4204.84,-3253.26,-7458.11
90,995.2,2397.48,3209.16,-2507.45,-23210.71,1182.3,13631.53,-3248.93,81.53,0.0,-4302.47,-3167.4,-7469.87
91,971.3,2441.56,3204.83,-2485.11,-23214.16,1137.67,13628.78,-3277.01,81.34,0.0,-4315.13,-3195.68,-7510.81
92,947.58,2501.19,3256.75,-2439.16,-23233.51,1133.53,13641.7,-3322.37,81.9,0.0,-4191.92,-3240.48,-7432.4
93,966.8,2458.77,3242.84,-2517.35,-23073.81,1133.93,13581.55,-3351.72,80.24,0.0,-4207.27,-3271.48,-7478.75
94,955.09,2464.98,3270.03,-2541.9,-23143.04,1140.48,13635.2,-3316.67,79.34,0.0,-4219.16,-3237.33,-7456.49
95,1015.96,2534.13,3247.82,-2506.26,-23181.79,1120.23,13532.83,-3257.85,80.49,0.0,-4237.08,-3177.35,-7414.43
96,1021.43,2461.34,3231.92,-2470.7,-23171.2,1132.32,13574.7,-3299.22,80.32,0.0,-4220.18,-3218.9,-7439.09
97,1023.28,2447.44,3217.3,-2532.04,-23091.53,1135.7,13546.17,-3263.23,79.28,0.0,-4253.69,-3183.95,-7437.64
98,976.76,2460.13,3223.8,-2505.57,-23194.01,1158.02,13586.58,-3263.94,80.78,0.0,-4294.3,-3183.16,-7477.46
99,1057.32,2484.71,3251.95,-2524.09,-23011.33,1132.13,13503.63,-3300.89,79.83,0.0,-4105.68,-3221.06,-7326.74
100,1012.19,2479.23,3200.66,-2515.97,-23040.82,1134.2,13606.92,-3373.62,81.34,0.0,-4123.6,-3292.28,-7415.88
101,981.39,2493.36,3250.68,-2512.92,-23160.61,1126.83,13670.66,-3316.03,80.39,0.0,-4150.61,-3235.64,-7386.25
102,969.5,2478.03,3243.26,-2479.67,-23066.55,1145.6,13541.03,-3327.36,80.46,0.0,-4168.8,-3246.89,-7415.7
103,1012.2,2449.73,3223.67,-2482.3,-23101.75,1147.73,13539.4,-3278.97,80.75,0.0,-4211.32,-3198.23,-7409.54
104,994.81,2470.05,3224.61,-2525.42,-23250.05,1150.2,13578.13,-3171.26,79.6,0.0,-4357.67,-3091.66,-7449.33
105,1003.92,2460.63,3276.01,-2508.66,-23128.6,1131.39,13526.34,-3286.6,80.06,0.0,-4238.97,-3206.54,-7445.51
106,1048.86,2457.55,3229.71,-2478.15,-23150.74,1124.08,13621.76,-3355.04,80.39,0.0,-4146.94,-3274.65,-7421.59
107,973.24,2399.7,3283.0,-2486.61,-23164.89,1154.05,13570.08,-3290.57,80.34,0.0,-4271.44,-3210.23,-7481.66
108,959.78,2469.83,3276.58,-2502.08,-23131.87,1132.92,13529.06,-3318.58,80.54,0.0,-4265.8,-3238.04,-7503.84
109,976.45,2462.67,3211.95,-2508.84,-23011.94,1158.45,13590.82,-3393.3,80.34,0.0,-4120.43,-3312.96,-7433.39
110,960.12,2492.91,3213.48,-2510.0,-23192.23,1152.36,13627.67,-3284.57,80.72,0.0,-4255.69,-3203.85,-7459.53
111,992.11,2434.09,3271.46,-2467.0,-23072.96,1116.97,13530.97,-3328.36,80.95,0.0,-4194.37,-3247.4,-7441.77
112,1012.42,2524.84,3253.95,-2526.63,-23078.08,1132.51,13531.3,-3326.03,81.1,0.0,-4149.7,-3244.93,-7394.63
113,1008.92,2459.81,3248.1,-2485.46,-23161.34,1120.68,13554.73,-3294.01,81.1,0.0,-4254.56,-3212.91,-7467.47
114,1047.51,2458.29,3202.1,-2485.96,-23145.23,1134.24,13560.21,-3287.22,79.33,0.0,-4228.84,-3207.89,-7436.73
115,943.68,2433.98,3215.15,-2523.59,-23083.83,1154.39,13616.95,-3343.21,80.52,0.0,-4243.28,-3262.69,-7505.97
116,1002.46,2407.92,3231.0,-2492.99,-23184.56,1146.83,13633.16,-3295.11,80.09,0.0,-4256.18,-3215.02,-7471.2
117,968.76,2470.66,3257.5,-2500.84,-23131.62,1144.59,13529.63,-3310.39,80.7,0.0,-4261.32,-3229.7,-7491.02
118,1023.66,2429.07,3233.26,-2513.36,-23048.16,1126.68,13647.44,-3426.39,81.21,0.0,-4101.4,-3345.18,-7446.57
119,1007.33,2472.79,3236.53,-2481.97,-23232.4,1141.8,13677.66,-3318.17,80.0,0.0,-4178.26,-3238.16,-7416.42
120,984.31,2407.71,3254.28,-2518.8,-23304.6,1145.34,13711.73,-3240.41,80.21,0.0,-4320.03,-3160.2,-7480.23
121,1007.05,2471.9,3226.92,-2448.0,-23241.0,1136.56,13642.11,-3280.75,80.15,0.0,-4204.45,-3200.6,-7405.05
122,1040.88,2428.24,3225.92,-2445.3,-23285.57,1131.64,13585.08,-3204.72,79.64,0.0,-4319.11,-3125.08,-7444.2
123,1026.95,2412.2,3237.27,-2494.64,-23254.78,1148.41,13647.73,-3271.29,80.72,0.0,-4276.85,-3190.56,-7467.42
124,1006.87,2478.46,3229.23,-2477.88,-23316.02,1148.67,13636.18,-3245.58,79.99,0.0,-4294.49,-3165.59,-7460.08
125,1008.7,2452.35,3239.96,-2477.32,-23399.69,1125.44,13603.69,-3149.56,79.67,0.0,-4446.88,-3069.89,-7516.77
126,958.6,2489.21,3288.55,-2508.44,-23284.74,1150.49,13674.35,-3267.2,80.79,0.0,-4231.97,-3186.4,-7418.38
127,983.93,2481.15,3287.59,-2507.58,-23159.32,1135.6,13584.26,-3301.96,81.48,0.0,-4194.37,-3220.48,-7414.85
128,1026.24,2436.58,3261.63,-2463.75,-23220.6,1127.5,13605.6,-3247.7,81.15,0.0,-4226.8,-3166.56,-7393.36
129,988.65,2461.44,3224.08,-2493.83,-23330.82,1152.06,13685.16,-3236.02,80.94,0.0,-4313.25,-3155.08,-7468.33
130,971.52,2512.53,3273.03,-2486.81,-23173.51,1137.59,13507.19,-3229.24,80.23,0.0,-4258.46,-3149.01,-7407.47
131,1004.67,2434.5,3252.92,-2526.18,-23176.98,1149.43,13536.53,-3271.55,80.34,0.0,-4325.11,-3191.22,-7516.33
132,981.81,2472.67,3213.4,-2502.17,-23264.7,1160.24,13596.57,-3218.7,79.6,0.0,-4342.19,-3139.1,-7481.28
133,1024.33,2526.64,3246.52,-2504.66,-23128.36,1125.94,13540.63,-3310.33,81.91,0.0,-4168.97,-3228.42,-7397.39
134,974.61,2467.44,3219.19,-2490.61,-23138.06,1154.52,13606.26,-3315.87,81.5,0.0,-4206.66,-3234.36,-7441.02
135,976.43,2427.65,3247.4,-2466.56,-23174.38,1136.88,13609.08,-3324.98,80.83,0.0,-4243.51,-3244.15,-7487.66
136,957.11,2454.53,3292.57,-2507.04,-23093.93,1148.75,13530.82,-3292.44,80.67,0.0,-4217.2,-3211.77,-7428.97
137,997.15,2440.31,3224.41,-2522.62,-23140.04,1127.93,13568.53,-3292.0,80.61,0.0,-4304.34,-3211.39,-7515.73
138,997.46,2456.58,3250.73,-2511.74,-23211.55,1138.13,13674.79,-3328.9,81.46,0.0,-4205.59,-3247.44,-7453.03
139,956.2,2483.69,3220.44,-2437.41,-23072.87,1131.9,13556.27,-3345.87,81.79,0.0,-4161.77,-3264.08,-7425.86
140,947.21,2486.47,3226.19,-2493.61,-23088.92,1137.22,13525.21,-3339.91,81.45,0.0,-4260.23,-3258.46,-7518.69
141,1021.58,2461.88,3214.1,-2483.04,-23127.96,1129.03,13545.95,-3306.91,81.35,0.0,-4238.46,-3225.56,-7464.01
142,1023.74,2451.56,3269.68,-2515.95,-23224.81,1134.93,13542.96,-3209.73,80.97,0.0,-4317.89,-3128.76,-7446.64
143,1017.72,2430.28,3259.93,-2512.68,-23145.21,1125.78,13609.72,-3297.95,80.19,0.0,-4214.45,-3217.76,-7432.21
144,965.66,2484.35,3250.4,-2504.98,-23127.6,1161.54,13518.95,-3267.35,80.54,0.0,-4251.68,-3186.81,-7438.49
145,1018.21,2453.55,3252.82,-2520.24,-23156.94,1143.31,13552.64,-3306.84,80.91,0.0,-4256.64,-3225.93,-7482.57
146,994.28,2478.29,3258.35,-2511.64,-23147.04,1131.18,13580.74,-3318.45,80.84,0.0,-4215.85,-3237.61,-7453.46
147,980.37,2435.99,3247.6,-2505.1,-23212.92,1125.46,13617.2,-3272.89,81.27,0.0,-4311.4,-3191.62,-7503.03
148,960.75,2519.53,3243.85,-2522.35,-23178.02,1119.84,13583.04,-3271.14,81.85,0.0,-4273.36,-3189.29,-7462.65
149,981.49,2467.87,3254.72,-2514.09,-23324.3,1142.02,13622.55,-3184.31,80.72,0.0,-4369.74,-3103.59,-7473.33
150,1007.13,2507.52,3265.7,-2492.49,-23294.78,1119.24,13528.32,-3166.33,80.47,0.0,-4359.37,-3085.87,-7445.23
151,970.52,2508.9,3253.07,-2483.11,-23257.82,1144.29,13544.31,-3161.35,79.73,0.0,-4319.84,-3081.62,-7401.46

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1,315.12,808.69,975.56,-705.31,-6968.63,345.95,4488.39,-1593.58,31.16,0.0,-740.24,-1562.42,-2302.66
2,295.9,813.53,997.14,-715.2,-7027.53,362.4,4546.19,-1574.28,30.96,0.0,-727.58,-1543.32,-2270.9
3,322.8,825.75,989.76,-731.25,-6974.88,367.61,4540.88,-1590.21,31.37,0.0,-659.32,-1558.84,-2218.16
4,301.62,827.53,986.01,-723.84,-7026.99,382.35,4551.59,-1564.63,30.65,0.0,-701.73,-1533.98,-2235.71
5,302.11,780.6,983.44,-737.35,-6979.05,364.38,4471.81,-1539.08,30.85,0.0,-814.06,-1508.23,-2322.29
6,312.09,859.14,983.14,-717.24,-7005.77,360.03,4511.14,-1545.5,30.83,0.0,-697.48,-1514.67,-2212.14
7,319.69,813.87,1030.06,-725.94,-7047.48,372.9,4562.96,-1554.2,31.11,0.0,-673.93,-1523.09,-2197.02
8,307.31,823.43,990.54,-702.43,-7008.56,355.1,4482.05,-1539.63,30.62,0.0,-752.57,-1509.01,-2261.58
9,309.87,790.13,1012.04,-709.78,-7054.88,352.23,4577.23,-1577.37,30.95,0.0,-723.15,-1546.42,-2269.57
10,312.74,820.11,997.58,-726.61,-7001.63,354.19,4550.48,-1570.48,31.47,0.0,-693.15,-1539.0,-2232.15
11,321.9,799.73,1001.71,-721.57,-7003.07,370.4,4494.66,-1524.28,31.39,0.0,-736.23,-1492.88,-2229.12
12,309.69,774.9,995.59,-710.42,-7031.64,377.98,4505.9,-1530.16,31.61,0.0,-778.01,-1498.55,-2276.55
13,294.32,804.45,992.48,-724.51,-7055.5,357.03,4553.01,-1524.21,30.96,0.0,-778.72,-1493.25,-2271.98
14,335.38,872.83,1017.44,-717.25,-7034.28,360.73,4491.39,-1530.14,31.21,0.0,-673.75,-1498.94,-2172.69
15,339.25,817.26,999.26,-702.06,-7019.39,356.32,4514.86,-1562.67,31.39,0.0,-694.5,-1531.28,-2225.79
16,308.81,783.08,1013.49,-710.87,-7033.05,352.96,4510.42,-1534.83,31.21,0.0,-775.16,-1503.62,-2278.78
17,321.74,854.14,1011.72,-715.44,-7033.13,354.37,4535.08,-1573.28,31.47,0.0,-671.52,-1541.82,-2213.33
18,282.22,803.0,1023.19,-707.88,-7113.87,368.99,4571.22,-1534.27,31.18,0.0,-773.13,-1503.09,-2276.23
19,300.12,799.78,1021.54,-721.29,-7098.07,365.06,4596.44,-1552.81,30.96,0.0,-736.43,-1521.85,-2258.28
20,341.01,829.24,993.92,-700.88,-7063.05,352.81,4545.53,-1529.18,30.99,0.0,-701.43,-1498.18,-2199.61
21,299.79,819.23,1003.53,-709.16,-7012.95,353.17,4573.57,-1592.77,31.43,0.0,-672.82,-1561.33,-2234.15
22,317.78,820.55,1019.36,-707.51,-7060.03,364.9,4562.73,-1567.44,31.26,0.0,-682.22,-1536.18,-2218.4
23,318.3,817.08,991.64,-722.77,-7081.58,356.32,4583.14,-1538.26,30.82,0.0,-737.87,-1507.44,-2245.31
24,313.72,811.75,1021.4,-705.44,-6999.09,358.64,4540.19,-1580.13,31.38,0.0,-658.84,-1548.75,-2207.59
25,314.7,804.34,1017.59,-702.05,-7016.97,361.25,4511.86,-1543.11,30.57,0.0,-709.27,-1512.54,-2221.81
26,296.59,820.22,994.28,-714.6,-7021.73,369.34,4529.44,-1569.55,31.55,0.0,-726.46,-1538.0,-2264.46
27,301.02,761.64,992.61,-717.47,-7023.83,365.25,4535.87,-1555.99,31.23,0.0,-784.92,-1524.77,-2309.68
28,283.12,822.56,1023.38,-708.84,-6958.16,360.37,4498.8,-1576.67,31.65,0.0,-678.78,-1545.01,-2223.8
29,337.0,827.51,1030.57,-718.71,-6946.21,342.39,4505.26,-1589.28,31.43,0.0,-622.19,-1557.84,-2180.03
30,304.7,837.97,1019.4,-730.65,-7024.11,367.35,4549.65,-1565.14,31.46,0.0,-675.68,-1533.68,-2209.36
31,274.0,807.48,1002.02,-743.75,-7026.81,368.29,4556.95,-1563.91,31.37,0.0,-761.82,-1532.54,-2294.36
32,311.81,822.46,1003.93,-720.75,-6943.85,354.68,4503.62,-1606.41,30.61,0.0,-668.1,-1575.79,-2243.89
33,294.18,798.22,997.15,-731.08,-6954.83,349.62,4522.1,-1598.14,31.43,0.0,-724.64,-1566.71,-2291.35
34,327.29,787.6,1007.28,-731.34,-6983.07,348.34,4534.95,-1574.84,30.88,0.0,-708.95,-1543.96,-2252.91
35,318.85,746.24,1012.58,-723.01,-7024.61,348.88,4473.48,-1490.23,30.8,0.0,-847.6,-1459.43,-2307.02
36,325.3,785.84,985.66,-724.26,-7031.17,350.93,4494.88,-1490.72,30.21,0.0,-812.82,-1460.51,-2273.33
37,290.74,776.8,1014.77,-733.68,-7006.32,351.43,4467.34,-1477.5,30.55,0.0,-838.93,-1446.96,-2285.88
38,313.62,811.02,1010.1,-726.18,-7062.64,354.84,4516.4,-1506.92,30.66,0.0,-782.85,-1476.26,-2259.1
39,294.09,780.93,1012.98,-730.12,-7036.67,372.3,4516.67,-1511.14,31.05,0.0,-789.81,-1480.09,-2269.9
40,282.84,859.17,1010.64,-708.49,-7023.48,361.72,4496.58,-1514.73,30.97,0.0,-721.02,-1483.76,-2204.78
41,314.5,860.85,1007.83,-730.15,-7043.62,354.17,4542.46,-1532.07,30.6,0.0,-693.97,-1501.47,-2195.44
42,312.89,830.51,999.48,-745.65,-6988.53,364.64,4513.96,-1544.39,30.59,0.0,-712.71,-1513.79,-2226.5
43,317.63,828.18,1015.51,-731.93,-6971.88,357.36,4501.65,-1548.48,30.93,0.0,-683.48,-1517.55,-2201.03
44,305.97,831.26,1010.63,-706.67,-7022.52,353.28,4518.7,-1562.14,30.83,0.0,-709.35,-1531.31,-2240.66
45,299.74,843.41,1021.12,-729.97,-7013.04,362.51,4481.12,-1524.22,30.7,0.0,-735.1,-1493.51,-2228.61
46,319.81,811.53,994.55,-705.75,-7046.34,352.02,4483.96,-1495.26,30.63,0.0,-790.22,-1464.63,-2254.84
